ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
Christ College ATM,13-10-2016,170,72,98,901500,492300,409200,THURSDAY,NH,W,HWW
Christ College ATM,14-10-2016,170,76,94,821000,468900,352100,FRIDAY,NH,W,WWH
Christ College ATM,15-10-2016,158,77,81,948700,621400,327300,SATURDAY,NH,H,WHH
Christ College ATM,16-10-2016,124,59,65,437500,285500,152000,SUNDAY,NH,H,HHW
Christ College ATM,17-10-2016,194,99,95,1152300,771700,380600,MONDAY,NH,W,HWW
Christ College ATM,18-10-2016,150,69,81,761100,431100,330000,TUESDAY,NH,W,WWW
Christ College ATM,19-10-2016,251,65,186,1182600,355800,826800,WEDNESDAY,NH,W,WWW
Christ College ATM,20-10-2016,136,66,70,769400,463300,306100,THURSDAY,NH,W,WWW
Christ College ATM,21-10-2016,94,48,46,462400,312800,149600,FRIDAY,NH,W,WWH
Christ College ATM,22-10-2016,152,65,87,821800,467700,354100,SATURDAY,NH,H,WHH
Christ College ATM,23-10-2016,156,53,103,650300,278100,372200,SUNDAY,NH,H,HHW
Christ College ATM,24-10-2016,176,97,79,1126300,755800,370500,MONDAY,NH,W,HWW
Christ College ATM,25-10-2016,163,88,75,848800,535800,313000,TUESDAY,NH,W,WWW
Christ College ATM,26-10-2016,198,96,102,940800,617600,323200,WEDNESDAY,NH,W,WWW
Christ College ATM,27-10-2016,234,111,123,1291100,775800,515300,THURSDAY,NH,W,WWW
Christ College ATM,28-10-2016,163,69,94,728500,393500,335000,FRIDAY,NH,W,WWH
Christ College ATM,29-10-2016,78,35,43,295900,176700,119200,SATURDAY,H,H,WHH
Christ College ATM,30-10-2016,69,34,35,253300,142100,111200,SUNDAY,NH,H,HHW
Christ College ATM,31-10-2016,196,79,117,1022100,512100,510000,MONDAY,NH,W,HWW
Christ College ATM,01-11-2016,141,59,82,697000,367100,329900,TUESDAY,NH,W,WWW
Christ College ATM,02-11-2016,154,60,94,808400,323900,484500,WEDNESDAY,NH,W,WWW
Christ College ATM,03-11-2016,54,25,29,309700,162700,147000,THURSDAY,NH,W,WWW
Christ College ATM,04-11-2016,1,0,1,2000,0,2000,FRIDAY,NH,W,WWH
Christ College ATM,05-11-2016,154,61,93,760900,323600,437300,SATURDAY,NH,H,WHH
Christ College ATM,06-11-2016,138,57,81,535000,259500,275500,SUNDAY,NH,H,HHW
Christ College ATM,07-11-2016,107,46,61,545700,313800,231900,MONDAY,NH,W,HWW
Christ College ATM,08-11-2016,233,121,112,966400,639900,326500,TUESDAY,NH,W,WWW
Christ College ATM,13-11-2016,1,0,1,7000,0,7000,SUNDAY,NH,H,HHW
Christ College ATM,22-11-2016,19,5,14,30000,7200,22800,TUESDAY,NH,W,WWW
Christ College ATM,28-11-2016,1,1,0,100,100,0,MONDAY,NH,W,HWW
Christ College ATM,29-11-2016,20,14,6,30700,23000,7700,TUESDAY,NH,W,WWW
Christ College ATM,30-11-2016,9,3,6,8200,400,7800,WEDNESDAY,NH,W,WWW
Christ College ATM,01-12-2016,1,1,0,1500,1500,0,THURSDAY,NH,W,WWW
Christ College ATM,07-12-2016,3,1,2,2600,2000,600,WEDNESDAY,NH,W,WWW
Christ College ATM,20-01-2017,2,0,2,6000,0,6000,FRIDAY,NH,W,WWH
Christ College ATM,21-01-2017,124,22,102,471300,89800,381500,SATURDAY,NH,H,WHH
Christ College ATM,22-01-2017,132,12,120,721700,53300,668400,SUNDAY,NH,H,HHW
Christ College ATM,23-01-2017,106,23,83,587200,100500,486700,MONDAY,NH,W,HWW
Christ College ATM,24-01-2017,169,28,141,695100,132200,562900,TUESDAY,NH,W,WWW
Christ College ATM,25-01-2017,146,33,113,620700,124600,496100,WEDNESDAY,NH,W,WWH
Christ College ATM,26-01-2017,194,24,170,891000,120300,770700,THURSDAY,N,H,WHW
Christ College ATM,27-01-2017,253,39,214,1238100,151500,1086600,FRIDAY,NH,W,HWH
Christ College ATM,28-01-2017,211,47,164,1189000,318700,870300,SATURDAY,NH,H,WHH
Christ College ATM,29-01-2017,13,2,11,42300,12000,30300,SUNDAY,NH,H,HHW
Christ College ATM,30-01-2017,133,23,110,487500,86100,401400,MONDAY,NH,W,HWW
Christ College ATM,31-01-2017,265,54,211,1201600,288400,913200,TUESDAY,NH,W,WWW
Christ College ATM,01-02-2017,313,75,238,1909500,436900,1472600,WEDNESDAY,NH,W,WWW
Christ College ATM,02-02-2017,267,45,222,1617200,212600,1404600,THURSDAY,NH,W,WWW
Christ College ATM,03-02-2017,168,34,134,1006300,146000,860300,FRIDAY,NH,W,WHH
Christ College ATM,04-02-2017,132,36,96,810600,226500,584100,SATURDAY,NH,H,WHH
Christ College ATM,05-02-2017,212,17,195,1243000,102400,1140600,SUNDAY,NH,H,HHW
Christ College ATM,06-02-2017,135,38,97,694000,222200,471800,MONDAY,NH,W,HWW
Christ College ATM,07-02-2017,220,63,157,1145700,324000,821700,TUESDAY,NH,W,WWW
Christ College ATM,08-02-2017,221,58,163,1149500,343400,806100,WEDNESDAY,NH,W,WWW
Christ College ATM,09-02-2017,104,27,77,403900,96500,307400,THURSDAY,NH,W,WWW
Christ College ATM,10-02-2017,99,18,81,395700,79400,316300,FRIDAY,NH,W,WWH
Christ College ATM,11-02-2017,19,4,15,96300,9200,87100,SATURDAY,NH,H,WHH
Christ College ATM,13-02-2017,110,18,92,520500,57300,463200,MONDAY,NH,W,HWW
Christ College ATM,14-02-2017,219,66,153,845500,354900,490600,TUESDAY,NH,W,WWW
Christ College ATM,15-02-2017,201,39,162,989800,240100,749700,WEDNESDAY,NH,W,WWW
Christ College ATM,16-02-2017,143,30,113,555000,109300,445700,THURSDAY,NH,W,WWW
Christ College ATM,17-02-2017,157,45,112,748200,295700,452500,FRIDAY,NH,W,WWH
Christ College ATM,18-02-2017,190,39,151,1037300,277100,760200,SATURDAY,NH,H,WHH
Christ College ATM,19-02-2017,141,26,115,614100,103300,510800,SUNDAY,NH,H,HHW
Christ College ATM,20-02-2017,162,39,123,671200,215200,456000,MONDAY,NH,W,HWW
Christ College ATM,21-02-2017,169,41,128,707100,225800,481300,TUESDAY,NH,W,WWW
Christ College ATM,22-02-2017,166,49,117,661100,264800,396300,WEDNESDAY,NH,W,WWW
Christ College ATM,23-02-2017,148,32,116,686300,188000,498300,THURSDAY,NH,W,WWW
Christ College ATM,24-02-2017,134,54,80,631100,317500,313600,FRIDAY,NH,W,WWH
Christ College ATM,25-02-2017,187,44,143,792600,244300,548300,SATURDAY,NH,H,WHH
Christ College ATM,26-02-2017,119,24,95,640000,140000,500000,SUNDAY,NH,H,HHW
Christ College ATM,27-02-2017,70,22,48,362600,152600,210000,MONDAY,NH,W,HWW
Christ College ATM,28-02-2017,223,57,166,1021500,315500,706000,TUESDAY,NH,W,WWW
Christ College ATM,01-03-2017,275,56,219,1539900,360900,1179000,WEDNESDAY,NH,W,WWW
Christ College ATM,02-03-2017,301,64,237,1614300,382600,1231700,THURSDAY,NH,W,WWW
Christ College ATM,03-03-2017,140,37,103,673200,157600,515600,FRIDAY,NH,W,WWH
Christ College ATM,04-03-2017,264,97,167,1462500,585200,877300,SATURDAY,NH,H,WHH
Christ College ATM,05-03-2017,139,35,104,511500,163600,347900,SUNDAY,NH,H,HHW
Christ College ATM,06-03-2017,225,51,174,936100,264500,671600,MONDAY,NH,W,HWW
Christ College ATM,07-03-2017,173,55,118,1090500,479300,611200,TUESDAY,NH,W,WWW
Christ College ATM,08-03-2017,202,65,137,843000,347600,495400,WEDNESDAY,NH,W,WWW
Christ College ATM,09-03-2017,267,70,197,1175700,378100,797600,THURSDAY,NH,W,WWW
Christ College ATM,10-03-2017,135,34,101,734500,242100,492400,FRIDAY,NH,W,WWH
Christ College ATM,13-03-2017,287,79,208,1255800,491600,764200,MONDAY,NH,W,HWW
Christ College ATM,14-03-2017,226,60,166,1189300,386800,802500,TUESDAY,NH,W,WWW
Christ College ATM,15-03-2017,249,74,175,1231100,506500,724600,WEDNESDAY,NH,W,WWW
Christ College ATM,16-03-2017,213,49,164,957500,326500,631000,THURSDAY,NH,W,WWW
Christ College ATM,17-03-2017,194,46,148,808200,335200,473000,FRIDAY,NH,W,WWH
Christ College ATM,18-03-2017,217,72,145,940600,520300,420300,SATURDAY,NH,H,WHH
Christ College ATM,19-03-2017,281,39,242,965500,171200,794300,SUNDAY,NH,H,HHW
Christ College ATM,20-03-2017,191,44,147,854500,221400,633100,MONDAY,NH,W,HWW
Christ College ATM,21-03-2017,137,45,92,593400,319300,274100,TUESDAY,NH,W,WWW
Christ College ATM,22-03-2017,109,26,83,407600,102000,305600,WEDNESDAY,NH,W,WWW
Christ College ATM,23-03-2017,159,41,118,640800,252300,388500,THURSDAY,NH,W,WWW
Christ College ATM,24-03-2017,161,49,112,631900,259600,372300,FRIDAY,NH,W,WWH
Christ College ATM,25-03-2017,159,67,92,820800,492800,328000,SATURDAY,NH,H,WHH
Christ College ATM,26-03-2017,3,2,1,22000,20000,2000,SUNDAY,NH,H,HHW
Christ College ATM,27-03-2017,216,48,168,1043800,366500,677300,MONDAY,NH,W,HWW
Christ College ATM,28-03-2017,188,56,132,942500,387000,555500,TUESDAY,NH,W,WWH
Christ College ATM,29-03-2017,227,60,167,1023000,466200,556800,WEDNESDAY,N,H,WHW
Christ College ATM,30-03-2017,164,47,117,842000,317900,524100,THURSDAY,NH,W,HWW
Christ College ATM,31-03-2017,276,102,174,1300300,600800,699500,FRIDAY,NH,W,WWH
Christ College ATM,01-04-2017,144,45,99,459000,134900,324100,SATURDAY,NH,H,WHH
Christ College ATM,02-04-2017,16,1,15,67300,100,67200,SUNDAY,NH,H,HHW
Christ College ATM,03-04-2017,13,8,5,46900,26500,20400,MONDAY,NH,W,HWW
Christ College ATM,04-04-2017,121,35,86,536100,127000,409100,TUESDAY,NH,W,WWW
Christ College ATM,05-04-2017,202,59,143,1048900,395700,653200,WEDNESDAY,NH,W,WWW
Christ College ATM,06-04-2017,190,34,156,977100,211800,765300,THURSDAY,NH,W,WWW
Christ College ATM,07-04-2017,239,90,149,1025400,503800,521600,FRIDAY,NH,W,WWH
Christ College ATM,08-04-2017,44,9,35,169600,46000,123600,SATURDAY,NH,H,WHH
Christ College ATM,09-04-2017,153,18,135,543300,55600,487700,SUNDAY,H,H,HHW
Christ College ATM,10-04-2017,205,43,162,942800,226900,715900,MONDAY,NH,W,HWW
Christ College ATM,11-04-2017,114,23,91,462100,150200,311900,TUESDAY,NH,W,WWW
Christ College ATM,12-04-2017,239,56,183,1164200,378500,785700,WEDNESDAY,NH,W,WWW
Christ College ATM,13-04-2017,216,37,179,989000,199800,789200,THURSDAY,NH,W,WWH
Christ College ATM,15-04-2017,258,52,206,1266600,313800,952800,SATURDAY,NH,H,HHH
Christ College ATM,16-04-2017,246,47,199,1028200,171300,856900,SUNDAY,NH,H,HHW
Christ College ATM,17-04-2017,226,39,187,1052300,219400,832900,MONDAY,NH,W,HWW
Christ College ATM,18-04-2017,111,39,72,565200,300600,264600,TUESDAY,NH,W,WWW
Christ College ATM,19-04-2017,2,2,0,5100,5100,0,WEDNESDAY,NH,W,WWW
Christ College ATM,20-04-2017,150,65,85,818800,490700,328100,THURSDAY,NH,W,WWW
Christ College ATM,21-04-2017,195,61,134,807000,263500,543500,FRIDAY,NH,W,WWH
Christ College ATM,22-04-2017,206,56,150,813700,247600,566100,SATURDAY,NH,H,WHH
Christ College ATM,23-04-2017,41,9,32,159100,51000,108100,SUNDAY,NH,H,HHW
Christ College ATM,24-04-2017,155,36,119,904000,322800,581200,MONDAY,NH,W,HWW
Christ College ATM,25-04-2017,161,44,117,756700,381000,375700,TUESDAY,NH,W,WWW
Christ College ATM,26-04-2017,211,69,142,782300,356800,425500,WEDNESDAY,NH,W,WWW
Christ College ATM,27-04-2017,194,46,148,688300,187000,501300,THURSDAY,NH,W,WWW
Christ College ATM,28-04-2017,30,7,23,152200,74100,78100,FRIDAY,NH,W,WWH
Christ College ATM,29-04-2017,113,28,85,585600,230700,354900,SATURDAY,NH,H,WHH
Christ College ATM,30-04-2017,162,23,139,691100,117900,573200,SUNDAY,NH,H,HHH
Christ College ATM,01-05-2017,267,38,229,1251800,225100,1026700,MONDAY,N,H,HHW
Christ College ATM,02-05-2017,222,52,170,1082700,341300,741400,TUESDAY,NH,W,HWW
Christ College ATM,03-05-2017,286,79,207,1283300,483500,799800,WEDNESDAY,NH,W,WWW
Christ College ATM,04-05-2017,183,40,143,804000,203800,600200,THURSDAY,NH,W,WWW
Christ College ATM,05-05-2017,259,43,216,1340300,298200,1042100,FRIDAY,NH,W,WWH
Christ College ATM,06-05-2017,190,34,156,1004800,208100,796700,SATURDAY,NH,H,WHH
Christ College ATM,07-05-2017,135,33,102,588700,135000,453700,SUNDAY,NH,H,HHW
Christ College ATM,08-05-2017,254,58,196,1398700,439700,959000,MONDAY,NH,W,HWW
Christ College ATM,09-05-2017,202,52,150,1115600,394600,721000,TUESDAY,NH,W,WWW
Christ College ATM,10-05-2017,240,50,190,1242600,353300,889300,WEDNESDAY,NH,W,WWW
Christ College ATM,11-05-2017,157,38,119,569000,154000,415000,THURSDAY,NH,W,WWW
Christ College ATM,12-05-2017,223,55,168,1073600,315300,758300,FRIDAY,NH,W,WWH
Christ College ATM,13-05-2017,245,70,175,1058800,400600,658200,SATURDAY,NH,H,WHH
Christ College ATM,14-05-2017,3,3,0,12000,12000,0,SUNDAY,NH,H,HHW
Christ College ATM,17-05-2017,134,43,91,533300,267500,265800,WEDNESDAY,NH,W,WWW
Christ College ATM,18-05-2017,171,37,134,859500,239800,619700,THURSDAY,NH,W,WWW
Christ College ATM,19-05-2017,243,79,164,1249600,485100,764500,FRIDAY,NH,W,WWH
Christ College ATM,20-05-2017,277,61,216,1307800,378500,929300,SATURDAY,NH,H,WHH
Christ College ATM,21-05-2017,253,49,204,974100,230800,743300,SUNDAY,NH,H,HHW
Christ College ATM,22-05-2017,159,46,113,851100,273300,577800,MONDAY,NH,W,HWW
Christ College ATM,23-05-2017,167,40,127,632700,272200,360500,TUESDAY,NH,W,WWW
Christ College ATM,24-05-2017,288,58,230,1077000,257500,819500,WEDNESDAY,NH,W,WWW
Christ College ATM,25-05-2017,223,42,181,1012500,240000,772500,THURSDAY,NH,W,WWW
Christ College ATM,26-05-2017,213,59,154,843700,311200,532500,FRIDAY,NH,W,WWH
Christ College ATM,27-05-2017,294,81,213,1328900,550300,778600,SATURDAY,NH,H,WHH
Christ College ATM,28-05-2017,42,13,29,116200,40300,75900,SUNDAY,NH,H,HHW
Christ College ATM,29-05-2017,129,41,88,468700,238700,230000,MONDAY,NH,W,HWW
Christ College ATM,30-05-2017,193,50,143,884600,299900,584700,TUESDAY,NH,W,WWW
Christ College ATM,31-05-2017,240,61,179,1173900,295000,878900,WEDNESDAY,NH,W,WWW
Christ College ATM,01-06-2017,326,73,253,1787800,413600,1374200,THURSDAY,NH,W,WWW
Christ College ATM,02-06-2017,250,52,198,1111500,278600,832900,FRIDAY,NH,W,WWH
Christ College ATM,03-06-2017,268,65,203,1331000,338900,992100,SATURDAY,NH,H,WHH
Christ College ATM,04-06-2017,47,19,28,173000,102500,70500,SUNDAY,NH,H,HHW
Christ College ATM,05-06-2017,308,68,240,1423200,367700,1055500,MONDAY,NH,W,HWW
Christ College ATM,06-06-2017,132,31,101,663400,230800,432600,TUESDAY,NH,W,WWW
Christ College ATM,07-06-2017,240,67,173,1304100,497500,806600,WEDNESDAY,NH,W,WWW
Christ College ATM,08-06-2017,239,52,187,1300500,356300,944200,THURSDAY,NH,W,WWW
Christ College ATM,09-06-2017,226,63,163,1188600,474400,714200,FRIDAY,NH,W,WWH
Christ College ATM,10-06-2017,216,77,139,1183800,592500,591300,SATURDAY,NH,H,WHH
Christ College ATM,11-06-2017,161,28,133,637300,204800,432500,SUNDAY,NH,H,HHW
Christ College ATM,12-06-2017,50,16,34,197300,105600,91700,MONDAY,NH,W,HWW
Christ College ATM,13-06-2017,204,62,142,1067500,439700,627800,TUESDAY,NH,W,WWW
Christ College ATM,14-06-2017,138,57,81,598900,319000,279900,WEDNESDAY,NH,W,WWW
Christ College ATM,15-06-2017,148,37,111,690600,265800,424800,THURSDAY,NH,W,WWW
Christ College ATM,16-06-2017,129,34,95,578600,212500,366100,FRIDAY,NH,W,WWH
Christ College ATM,17-06-2017,121,55,66,654400,442300,212100,SATURDAY,NH,H,WHH
Christ College ATM,18-06-2017,132,45,87,445800,214500,231300,SUNDAY,NH,H,HHW
Christ College ATM,19-06-2017,142,62,80,622900,401200,221700,MONDAY,NH,W,HWW
Christ College ATM,20-06-2017,121,57,64,549500,398200,151300,TUESDAY,NH,W,WWW
Christ College ATM,21-06-2017,61,19,42,316300,130000,186300,WEDNESDAY,NH,W,WWW
Christ College ATM,23-06-2017,84,35,49,309800,212900,96900,FRIDAY,NH,W,WWH
Christ College ATM,24-06-2017,170,64,106,778700,369900,408800,SATURDAY,NH,H,WHH
Christ College ATM,25-06-2017,131,29,102,455200,199300,255900,SUNDAY,NH,H,HHH
Christ College ATM,26-06-2017,175,49,126,591800,172200,419600,MONDAY,M,H,HHW
Christ College ATM,27-06-2017,127,41,86,532800,206900,325900,TUESDAY,NH,W,HWW
Christ College ATM,28-06-2017,63,26,37,293700,188500,105200,WEDNESDAY,NH,W,WWW
Christ College ATM,29-06-2017,127,35,92,585200,258100,327100,THURSDAY,NH,W,WWW
Christ College ATM,30-06-2017,182,58,124,964100,397400,566700,FRIDAY,NH,W,WWH
Christ College ATM,01-07-2017,260,66,194,1530000,516600,1013400,SATURDAY,NH,H,WHH
Christ College ATM,02-07-2017,129,27,102,510900,98100,412800,SUNDAY,NH,H,HHW
Christ College ATM,03-07-2017,171,74,97,1017700,620200,397500,MONDAY,NH,W,HWW
Christ College ATM,04-07-2017,156,57,99,743100,353400,389700,TUESDAY,NH,W,WWW
Christ College ATM,05-07-2017,265,80,185,1408000,567100,840900,WEDNESDAY,NH,W,WWW
Christ College ATM,06-07-2017,198,58,140,1035400,397800,637600,THURSDAY,NH,W,WWW
Christ College ATM,07-07-2017,134,45,89,642500,293600,348900,FRIDAY,NH,W,WWH
Christ College ATM,08-07-2017,276,86,190,1379300,558000,821300,SATURDAY,NH,H,WHH
Christ College ATM,09-07-2017,106,23,83,389000,74300,314700,SUNDAY,NH,H,HHW
Christ College ATM,10-07-2017,210,57,153,986500,368600,617900,MONDAY,NH,W,HWW
Christ College ATM,11-07-2017,111,53,58,747100,453900,293200,TUESDAY,NH,W,WWW
Christ College ATM,12-07-2017,113,40,73,484100,228700,255400,WEDNESDAY,NH,W,WWW
Christ College ATM,13-07-2017,148,53,95,790000,406400,383600,THURSDAY,NH,W,WWW
Christ College ATM,14-07-2017,128,48,80,505300,245800,259500,FRIDAY,NH,W,WWH
Christ College ATM,15-07-2017,173,64,109,876000,404800,471200,SATURDAY,NH,H,WHH
Christ College ATM,16-07-2017,125,45,80,438600,219000,219600,SUNDAY,NH,H,HHW
Christ College ATM,17-07-2017,144,64,80,783400,557000,226400,MONDAY,NH,W,HWW
Christ College ATM,18-07-2017,120,31,89,549100,223900,325200,TUESDAY,NH,W,WWW
Christ College ATM,19-07-2017,68,24,44,257900,118200,139700,WEDNESDAY,NH,W,WWW
Christ College ATM,20-07-2017,123,47,76,483700,232600,251100,THURSDAY,NH,W,WWW
Christ College ATM,21-07-2017,107,43,64,550900,285600,265300,FRIDAY,NH,W,WWH
Christ College ATM,22-07-2017,162,77,85,987800,672400,315400,SATURDAY,NH,H,WHH
Christ College ATM,23-07-2017,80,33,47,184100,115700,68400,SUNDAY,NH,H,HHW
Christ College ATM,24-07-2017,114,46,68,532900,311500,221400,MONDAY,NH,W,HWW
Christ College ATM,25-07-2017,144,57,87,692700,369500,323200,TUESDAY,NH,W,WWW
Christ College ATM,26-07-2017,81,44,37,326500,235000,91500,WEDNESDAY,NH,W,WWW
Christ College ATM,27-07-2017,124,52,72,523700,337600,186100,THURSDAY,NH,W,WWW
Christ College ATM,28-07-2017,141,57,84,586500,307000,279500,FRIDAY,NH,W,WWH
Christ College ATM,29-07-2017,162,63,99,765700,391800,373900,SATURDAY,NH,H,WHH
Christ College ATM,30-07-2017,135,37,98,391300,129300,262000,SUNDAY,NH,H,HHW
Christ College ATM,31-07-2017,164,61,103,892000,352100,539900,MONDAY,NH,W,HWW
Christ College ATM,01-08-2017,140,50,90,701500,271600,429900,TUESDAY,NH,W,WWW
Christ College ATM,02-08-2017,55,13,42,380600,104200,276400,WEDNESDAY,NH,W,WWW
Christ College ATM,03-08-2017,85,37,48,357100,174100,183000,THURSDAY,NH,W,WWW
Christ College ATM,04-08-2017,168,72,96,758400,459100,299300,FRIDAY,NH,W,WWH
Christ College ATM,05-08-2017,137,43,94,739100,265800,473300,SATURDAY,NH,H,WHH
Christ College ATM,06-08-2017,116,44,72,655400,337700,317700,SUNDAY,NH,H,HHW
Christ College ATM,07-08-2017,56,20,36,305500,121600,183900,MONDAY,NH,W,HWW
Christ College ATM,08-08-2017,47,22,25,159800,73000,86800,TUESDAY,NH,W,WWW
Christ College ATM,09-08-2017,106,42,64,440600,190800,249800,WEDNESDAY,NH,W,WWW
Christ College ATM,10-08-2017,141,61,80,776400,463200,313200,THURSDAY,NH,W,WWW
Christ College ATM,11-08-2017,161,73,88,845600,506500,339100,FRIDAY,NH,W,WWH
Christ College ATM,12-08-2017,27,14,13,97200,64800,32400,SATURDAY,NH,H,WHH
Christ College ATM,18-08-2017,83,32,51,338300,167200,171100,FRIDAY,NH,W,WWH
Christ College ATM,19-08-2017,164,58,106,746300,407500,338800,SATURDAY,NH,H,WHH
Christ College ATM,20-08-2017,116,42,74,459700,221300,238400,SUNDAY,NH,H,HHW
Christ College ATM,21-08-2017,125,55,70,586100,309900,276200,MONDAY,NH,W,HWW
Christ College ATM,22-08-2017,174,59,115,671400,338800,332600,TUESDAY,NH,W,WWW
Christ College ATM,23-08-2017,106,51,55,541300,365800,175500,WEDNESDAY,NH,W,WWW
Christ College ATM,24-08-2017,108,47,61,617100,376400,240700,THURSDAY,NH,W,WWH
Christ College ATM,25-08-2017,118,40,78,594800,241800,353000,FRIDAY,H,H,WHH
Christ College ATM,26-08-2017,37,20,17,189200,126000,63200,SATURDAY,NH,H,HHH
Christ College ATM,28-08-2017,132,46,86,690700,407300,283400,MONDAY,NH,W,HWW
Christ College ATM,29-08-2017,171,54,117,789600,361100,428500,TUESDAY,NH,W,WWW
Christ College ATM,30-08-2017,201,69,132,941600,472700,468900,WEDNESDAY,NH,W,WWW
Christ College ATM,31-08-2017,171,55,116,841100,314900,526200,THURSDAY,NH,W,WWW
Christ College ATM,01-09-2017,266,71,195,1663200,555500,1107700,FRIDAY,NH,W,WWH
Christ College ATM,02-09-2017,178,51,127,804700,250900,553800,SATURDAY,M,H,WHH
Christ College ATM,03-09-2017,79,19,60,390900,73300,317600,SUNDAY,NH,H,HHW
Christ College ATM,04-09-2017,265,84,181,1349000,610200,738800,MONDAY,NH,W,HWW
Christ College ATM,05-09-2017,222,83,139,1253300,659300,594000,TUESDAY,NH,W,WWW
Christ College ATM,06-09-2017,244,95,149,1488000,764400,723600,WEDNESDAY,NH,W,WWW
Christ College ATM,07-09-2017,261,85,176,1334600,542700,791900,THURSDAY,NH,W,WWW
Christ College ATM,08-09-2017,216,69,147,1046600,352800,693800,FRIDAY,NH,W,WWH
Christ College ATM,09-09-2017,232,79,153,1182900,528000,654900,SATURDAY,NH,H,WHH
Christ College ATM,10-09-2017,78,17,61,208900,70400,138500,SUNDAY,NH,H,HHW
Christ College ATM,11-09-2017,251,82,169,1413500,548900,864600,MONDAY,NH,W,HWW
Christ College ATM,12-09-2017,151,55,96,608600,298200,310400,TUESDAY,NH,W,WWW
Christ College ATM,13-09-2017,151,57,94,696700,377000,319700,WEDNESDAY,NH,W,WWW
Christ College ATM,14-09-2017,153,63,90,753300,407600,345700,THURSDAY,NH,W,WWW
Christ College ATM,15-09-2017,154,60,94,556800,242500,314300,FRIDAY,NH,W,WWH
Christ College ATM,16-09-2017,185,74,111,832900,435900,397000,SATURDAY,NH,H,WHH
Christ College ATM,17-09-2017,140,35,105,489100,202900,286200,SUNDAY,NH,H,HHW
Christ College ATM,18-09-2017,204,65,139,906200,459700,446500,MONDAY,NH,W,HWW
Christ College ATM,19-09-2017,150,40,110,590500,223700,366800,TUESDAY,NH,W,WWW
Christ College ATM,20-09-2017,109,26,83,398000,82300,315700,WEDNESDAY,NH,W,WWW
Christ College ATM,21-09-2017,169,51,118,847100,357200,489900,THURSDAY,NH,W,WWW
Christ College ATM,22-09-2017,78,29,49,337700,178900,158800,FRIDAY,NH,W,WWH
Christ College ATM,23-09-2017,257,67,190,1253100,446000,807100,SATURDAY,NH,H,WHH
